hashtag_H	cluster_C_leader(userID)	relative_frequency_H_C	frequency_H_in_C	frequency_H_overall	count_H_in_C	count_hashtags_in_C	count_H_entire_dataset	count_hashtags_entire_dataset
followbackfriday	775611351792222208	.93493150684931506849	.30000000000000000000	.32087912087912087912	3	10	876	2730
fbpe	775611351792222208	.92751981879954699887	.30000000000000000000	.32344322344322344322	3	10	883	2730
fbppr	775611351792222208	24.81818181818181818610	.30000000000000000000	.01208791208791208791	3	10	33	2730
followbackfriday	775611351792222208	.93493150684931506849	.30000000000000000000	.32087912087912087912	3	10	876	2730
putinhitler	7767002	1.41414141414141414146	.22222222222222222222	.15714285714285714285	6	27	429	2730
putin	7767002	18.62573099415204678856	.51851851851851851851	.02783882783882783882	14	27	76	2730
genocide	7767002	2.50688705234159779636	.11111111111111111111	.04432234432234432234	3	27	121	2730
standwithukraine	7767002	.95088819226750261237	.11111111111111111111	.11684981684981684981	3	27	319	2730
putinhitler	7767002	1.41414141414141414146	.22222222222222222222	.15714285714285714285	6	27	429	2730
putinwarcrimes	7767002	11.23456790123456791033	.03703703703703703703	.00329670329670329670	1	27	9	2730
stopputinnow	7767002	1.40432098765432098780	.11111111111111111111	.07912087912087912087	3	27	216	2730
putinhitler	7767002	1.41414141414141414146	.22222222222222222222	.15714285714285714285	6	27	429	2730
standwithukraine	7767002	.95088819226750261237	.11111111111111111111	.11684981684981684981	3	27	319	2730
putinhitler	7767002	1.41414141414141414146	.22222222222222222222	.15714285714285714285	6	27	429	2730
putinwarcriminal	7767002	1.05875509016870273424	.07407407407407407407	.06996336996336996336	2	27	191	2730
stopputinnow	7767002	1.40432098765432098780	.11111111111111111111	.07912087912087912087	3	27	216	2730
russiasanctions	7767002	.95839915745129015274	.07407407407407407407	.07728937728937728937	2	27	211	2730
putin	7767002	18.62573099415204678856	.51851851851851851851	.02783882783882783882	14	27	76	2730
genocide	7767002	2.50688705234159779636	.11111111111111111111	.04432234432234432234	3	27	121	2730
gaza	7767002	4.04444444444444444772	.03703703703703703703	.00915750915750915750	1	27	25	2730
idlib	7767002	4.81481481481481481871	.03703703703703703703	.00769230769230769230	1	27	21	2730
yemen	7767002	5.05555555555555555965	.03703703703703703703	.00732600732600732600	1	27	20	2730
mariupol	7767002	4.21296296296296296637	.03703703703703703703	.00879120879120879120	1	27	24	2730
putinhitler	7767002	1.41414141414141414146	.22222222222222222222	.15714285714285714285	6	27	429	2730
standwithukraine	7767002	.95088819226750261237	.11111111111111111111	.11684981684981684981	3	27	319	2730
putinhitler	7767002	1.41414141414141414146	.22222222222222222222	.15714285714285714285	6	27	429	2730
putinwarcriminal	7767002	1.05875509016870273424	.07407407407407407407	.06996336996336996336	2	27	191	2730
stopputinnow	7767002	1.40432098765432098780	.11111111111111111111	.07912087912087912087	3	27	216	2730
russiasanctions	7767002	.95839915745129015274	.07407407407407407407	.07728937728937728937	2	27	211	2730
boycottrussia	7767002	.48845947396672034347	.03703703703703703703	.07582417582417582417	1	27	207	2730
ukraine	79352723	5.87096774193548387166	.20000000000000000000	.03406593406593406593	3	15	93	2730
putinhitler	79352723	1.69696969696969696973	.26666666666666666666	.15714285714285714285	4	15	429	2730
clusterbombs	79352723	182.00000000000000016380	.06666666666666666666	.00036630036630036630	1	15	1	2730
standwithukraine	79352723	1.14106583072100313483	.13333333333333333333	.11684981684981684981	2	15	319	2730
putinhitler	79352723	1.69696969696969696973	.26666666666666666666	.15714285714285714285	4	15	429	2730
putinwarcriminal	79352723	.95287958115183246077	.06666666666666666666	.06996336996336996336	1	15	191	2730
stopputinnow	79352723	1.68518518518518518533	.13333333333333333333	.07912087912087912087	2	15	216	2730
russiasanctions	79352723	1.72511848341232227500	.13333333333333333333	.07728937728937728937	2	15	211	2730
boycottrussia	79352723	1.75845410628019323680	.13333333333333333333	.07582417582417582417	2	15	207	2730
putinhitler	79352723	1.69696969696969696973	.26666666666666666666	.15714285714285714285	4	15	429	2730
standwithukraine	79352723	1.14106583072100313483	.13333333333333333333	.11684981684981684981	2	15	319	2730
putinhitler	79352723	1.69696969696969696973	.26666666666666666666	.15714285714285714285	4	15	429	2730
stopputinnow	79352723	1.68518518518518518533	.13333333333333333333	.07912087912087912087	2	15	216	2730
russiasanctions	79352723	1.72511848341232227500	.13333333333333333333	.07728937728937728937	2	15	211	2730
boycottrussia	79352723	1.75845410628019323680	.13333333333333333333	.07582417582417582417	2	15	207	2730
blocklistenfutter	877968869138329601	52.50000000000000002730	.01923076923076923076	.00036630036630036630	1	52	1	2730
lauterbachbleibt	877968869138329601	17.50000000000000000910	.01923076923076923076	.00109890109890109890	1	52	3	2730
meinminister	877968869138329601	52.50000000000000004095	.03846153846153846153	.00073260073260073260	2	52	2	2730
dankekarl	877968869138329601	35.00000000000000002730	.03846153846153846153	.00109890109890109890	2	52	3	2730
solidaritätmitkarl	877968869138329601	52.50000000000000002730	.01923076923076923076	.00036630036630036630	1	52	1	2730
ichrespektierekarl	877968869138329601	52.50000000000000002730	.01923076923076923076	.00036630036630036630	1	52	1	2730
diemaskebleibtauf	877968869138329601	52.50000000000000005250	.25000000000000000000	.00476190476190476190	13	52	13	2730
impfenschuetzt	877968869138329601	52.50000000000000002730	.01923076923076923076	.00036630036630036630	1	52	1	2730
diemaskebleibtauf	877968869138329601	52.50000000000000005250	.25000000000000000000	.00476190476190476190	13	52	13	2730
impfpflichtab18jetzt	877968869138329601	52.50000000000000004095	.03846153846153846153	.00073260073260073260	2	52	2	2730
covidisnotover	877968869138329601	6.90789473684210526466	.09615384615384615384	.01391941391941391941	5	52	38	2730
fdpunter5prozent	877968869138329601	52.50000000000000004095	.03846153846153846153	.00073260073260073260	2	52	2	2730
fdprausausderregierung	877968869138329601	52.50000000000000004095	.03846153846153846153	.00073260073260073260	2	52	2	2730
fdpkannweg	877968869138329601	52.50000000000000004095	.03846153846153846153	.00073260073260073260	2	52	2	2730
fdprausausdenparlamenten	877968869138329601	52.50000000000000004095	.03846153846153846153	.00073260073260073260	2	52	2	2730
freedomdaystoppen	877968869138329601	52.50000000000000005005	.11538461538461538461	.00219780219780219780	6	52	6	2730
freedummday	877968869138329601	52.50000000000000004777	.07692307692307692307	.00146520146520146520	4	52	4	2730
dankekarl	877968869138329601	35.00000000000000002730	.03846153846153846153	.00109890109890109890	2	52	3	2730
inkarlwetrust	877968869138329601	52.50000000000000002730	.01923076923076923076	.00036630036630036630	1	52	1	2730
meinminister	877968869138329601	52.50000000000000004095	.03846153846153846153	.00073260073260073260	2	52	2	2730
dankedrosten	877968869138329601	26.25000000000000001365	.01923076923076923076	.00073260073260073260	1	52	2	2730
diemaskebleibtauf	877968869138329601	52.50000000000000005250	.25000000000000000000	.00476190476190476190	13	52	13	2730
covidisnotover	877968869138329601	6.90789473684210526466	.09615384615384615384	.01391941391941391941	5	52	38	2730
diemaskebleibtauf	877968869138329601	52.50000000000000005250	.25000000000000000000	.00476190476190476190	13	52	13	2730
impfpflichtab18jetzt	877968869138329601	52.50000000000000004095	.03846153846153846153	.00073260073260073260	2	52	2	2730
covidisnotover	877968869138329601	6.90789473684210526466	.09615384615384615384	.01391941391941391941	5	52	38	2730
fdpunter5prozent	877968869138329601	52.50000000000000004095	.03846153846153846153	.00073260073260073260	2	52	2	2730
fdprausausderregierung	877968869138329601	52.50000000000000004095	.03846153846153846153	.00073260073260073260	2	52	2	2730
fdpkannweg	877968869138329601	52.50000000000000004095	.03846153846153846153	.00073260073260073260	2	52	2	2730
fdprausausdenparlamenten	877968869138329601	52.50000000000000004095	.03846153846153846153	.00073260073260073260	2	52	2	2730
freedomdaystoppen	877968869138329601	52.50000000000000005005	.11538461538461538461	.00219780219780219780	6	52	6	2730
freedummday	877968869138329601	52.50000000000000004777	.07692307692307692307	.00146520146520146520	4	52	4	2730
covidisnotover	877968869138329601	6.90789473684210526466	.09615384615384615384	.01391941391941391941	5	52	38	2730
diemaskebleibtauf	877968869138329601	52.50000000000000005250	.25000000000000000000	.00476190476190476190	13	52	13	2730
freedomdaystoppen	877968869138329601	52.50000000000000005005	.11538461538461538461	.00219780219780219780	6	52	6	2730
diemaskebleibtauf	877968869138329601	52.50000000000000005250	.25000000000000000000	.00476190476190476190	13	52	13	2730
freedomdaystoppen	877968869138329601	52.50000000000000005005	.11538461538461538461	.00219780219780219780	6	52	6	2730
diemaskebleibtauf	877968869138329601	52.50000000000000005250	.25000000000000000000	.00476190476190476190	13	52	13	2730
freedomdaystoppen	877968869138329601	52.50000000000000005005	.11538461538461538461	.00219780219780219780	6	52	6	2730
diemaskebleibtauf	877968869138329601	52.50000000000000005250	.25000000000000000000	.00476190476190476190	13	52	13	2730
covidisnotover	877968869138329601	6.90789473684210526466	.09615384615384615384	.01391941391941391941	5	52	38	2730
freedummday	877968869138329601	52.50000000000000004777	.07692307692307692307	.00146520146520146520	4	52	4	2730
freedomdaystoppen	877968869138329601	52.50000000000000005005	.11538461538461538461	.00219780219780219780	6	52	6	2730
teamvorsicht	877968869138329601	52.50000000000000002730	.01923076923076923076	.00036630036630036630	1	52	1	2730
teamrücksicht	877968869138329601	52.50000000000000002730	.01923076923076923076	.00036630036630036630	1	52	1	2730
freedummday	877968869138329601	52.50000000000000004777	.07692307692307692307	.00146520146520146520	4	52	4	2730
diemaskebleibtauf	877968869138329601	52.50000000000000005250	.25000000000000000000	.00476190476190476190	13	52	13	2730
notowar	877968869138329601	52.50000000000000002730	.01923076923076923076	.00036630036630036630	1	52	1	2730
votefordout	90732175	1.30434782608695652176	.04395604395604395604	.03369963369963369963	4	91	92	2730
nevervoteconservative	90732175	.84112149532710280385	.03296703296703296703	.03919413919413919413	3	91	107	2730
onpoli	90732175	1.48514851485148514866	.05494505494505494505	.03699633699633699633	5	91	101	2730
ltc	90732175	1.15384615384615384720	.01098901098901098901	.00952380952380952380	1	91	26	2730
nurses	90732175	5.45454545454545455041	.02197802197802197802	.00402930402930402930	2	91	11	2730
doctors	90732175	10.00000000000000000910	.02197802197802197802	.00219780219780219780	2	91	6	2730
teachers	90732175	10.00000000000000000910	.01098901098901098901	.00109890109890109890	1	91	3	2730
parents	90732175	15.00000000000000001365	.01098901098901098901	.00073260073260073260	1	91	2	2730
families	90732175	30.00000000000000002730	.01098901098901098901	.00036630036630036630	1	91	1	2730
students	90732175	30.00000000000000002730	.01098901098901098901	.00036630036630036630	1	91	1	2730
vaccinerollout	90732175	30.00000000000000002730	.01098901098901098901	.00036630036630036630	1	91	1	2730
ford	90732175	13.75000000000000001365	.12087912087912087912	.00879120879120879120	11	91	24	2730
cpc	90732175	.96774193548387096777	.01098901098901098901	.01135531135531135531	1	91	31	2730
convoypartyofcanada	90732175	1.07142857142857142850	.01098901098901098901	.01025641025641025641	1	91	28	2730
scheerlosers	90732175	10.00000000000000000910	.01098901098901098901	.00109890109890109890	1	91	3	2730
ukraine	90732175	.32258064516129032259	.01098901098901098901	.03406593406593406593	1	91	93	2730
booster	90732175	9.00000000000000000819	.03296703296703296703	.00366300366300366300	3	91	10	2730
healthcare	90732175	1.15384615384615384720	.01098901098901098901	.00952380952380952380	1	91	26	2730
hospitals	90732175	6.00000000000000000546	.01098901098901098901	.00183150183150183150	1	91	5	2730
nurses	90732175	5.45454545454545455041	.02197802197802197802	.00402930402930402930	2	91	11	2730
doctors	90732175	10.00000000000000000910	.02197802197802197802	.00219780219780219780	2	91	6	2730
education	90732175	1.76470588235294117807	.01098901098901098901	.00622710622710622710	1	91	17	2730
privatizing	90732175	10.00000000000000000910	.01098901098901098901	.00109890109890109890	1	91	3	2730
uk	90732175	15.00000000000000001365	.04395604395604395604	.00293040293040293040	4	91	8	2730
ukparliament	90732175	30.00000000000000002730	.01098901098901098901	.00036630036630036630	1	91	1	2730
covid19	90732175	.32142857142857142855	.03296703296703296703	.10256410256410256410	3	91	280	2730
covid19uk	90732175	30.00000000000000002730	.01098901098901098901	.00036630036630036630	1	91	1	2730
downingstreet	90732175	15.00000000000000001365	.01098901098901098901	.00073260073260073260	1	91	2	2730
borisjohnson	90732175	10.00000000000000000910	.01098901098901098901	.00109890109890109890	1	91	3	2730
bellletstalk	90732175	30.00000000000000002730	.02197802197802197802	.00073260073260073260	2	91	2	2730
mentalhealth	90732175	30.00000000000000002730	.01098901098901098901	.00036630036630036630	1	91	1	2730
truckerconvoy2022	90732175	15.00000000000000001365	.02197802197802197802	.00146520146520146520	2	91	4	2730
freedomrally	90732175	30.00000000000000002730	.01098901098901098901	.00036630036630036630	1	91	1	2730
canadians	90732175	15.00000000000000001365	.01098901098901098901	.00073260073260073260	1	91	2	2730
vaccineswork	90732175	6.00000000000000000546	.01098901098901098901	.00183150183150183150	1	91	5	2730
booster	90732175	9.00000000000000000819	.03296703296703296703	.00366300366300366300	3	91	10	2730
vaccineprrrrrrport	90732175	15.00000000000000001365	.01098901098901098901	.00073260073260073260	1	91	2	2730
vaccinemandate	90732175	3.75000000000000000341	.01098901098901098901	.00293040293040293040	1	91	8	2730
biden	90732175	15.00000000000000001365	.01098901098901098901	.00073260073260073260	1	91	2	2730
scheershit	90732175	30.00000000000000002730	.01098901098901098901	.00036630036630036630	1	91	1	2730
otoole	90732175	15.00000000000000001365	.02197802197802197802	.00146520146520146520	2	91	4	2730
bareshelvesotoole	90732175	30.00000000000000002730	.01098901098901098901	.00036630036630036630	1	91	1	2730
karenconvoy	90732175	30.00000000000000002730	.01098901098901098901	.00036630036630036630	1	91	1	2730
truckersforfreedom	90732175	6.00000000000000000546	.03296703296703296703	.00549450549450549450	3	91	15	2730
cdnpoli	90732175	.48387096774193548388	.01098901098901098901	.02271062271062271062	1	91	62	2730
profits	90732175	2.22222222222222222424	.02197802197802197802	.00989010989010989010	2	91	27	2730
profitsoverpeople	90732175	1.87500000000000000170	.01098901098901098901	.00586080586080586080	1	91	16	2730
votefordout2022	90732175	2.50000000000000000037	.03296703296703296703	.01318681318681318681	3	91	36	2730
votethemallout2022	90732175	2.00000000000000000000	.02197802197802197802	.01098901098901098901	2	91	30	2730
neverforget	90732175	2.81250000000000000015	.03296703296703296703	.01172161172161172161	3	91	32	2730
onpoli	90732175	1.48514851485148514866	.05494505494505494505	.03699633699633699633	5	91	101	2730
distracteddriving	90732175	30.00000000000000002730	.01098901098901098901	.00036630036630036630	1	91	1	2730
dougford	90732175	4.41176470588235294164	.05494505494505494505	.01245421245421245421	5	91	34	2730
alwaysremember	90732175	30.00000000000000002730	.01098901098901098901	.00036630036630036630	1	91	1	2730
neverforget	90732175	2.81250000000000000015	.03296703296703296703	.01172161172161172161	3	91	32	2730
neveragain	90732175	2.50000000000000000227	.01098901098901098901	.00439560439560439560	1	91	12	2730
dougford	90732175	4.41176470588235294164	.05494505494505494505	.01245421245421245421	5	91	34	2730
election2022	90732175	3.75000000000000000341	.01098901098901098901	.00293040293040293040	1	91	8	2730
votefordout2022	90732175	2.50000000000000000037	.03296703296703296703	.01318681318681318681	3	91	36	2730
votethemallout2022	90732175	2.00000000000000000000	.02197802197802197802	.01098901098901098901	2	91	30	2730
nevervoteconservative	90732175	.84112149532710280385	.03296703296703296703	.03919413919413919413	3	91	107	2730
onpoli	90732175	1.48514851485148514866	.05494505494505494505	.03699633699633699633	5	91	101	2730
ontariodeservesbetter	90732175	30.00000000000000002730	.01098901098901098901	.00036630036630036630	1	91	1	2730
schooldays	90732175	30.00000000000000002730	.01098901098901098901	.00036630036630036630	1	91	1	2730
snowday	90732175	10.00000000000000000910	.01098901098901098901	.00109890109890109890	1	91	3	2730
ford	90732175	13.75000000000000001365	.12087912087912087912	.00879120879120879120	11	91	24	2730
whereslecce	90732175	30.00000000000000002730	.01098901098901098901	.00036630036630036630	1	91	1	2730
whereisdougford	90732175	1.87500000000000000170	.01098901098901098901	.00586080586080586080	1	91	16	2730
ontmedia	90732175	30.00000000000000002730	.01098901098901098901	.00036630036630036630	1	91	1	2730
neverforget	90732175	2.81250000000000000015	.03296703296703296703	.01172161172161172161	3	91	32	2730
lecce	90732175	60.00000000000000005460	.02197802197802197802	.00036630036630036630	2	91	1	2730
dougford	90732175	4.41176470588235294164	.05494505494505494505	.01245421245421245421	5	91	34	2730
nickkouvalis	90732175	30.00000000000000002730	.01098901098901098901	.00036630036630036630	1	91	1	2730
nevervoteconservative	90732175	.84112149532710280385	.03296703296703296703	.03919413919413919413	3	91	107	2730
votefordout2022	90732175	2.50000000000000000037	.03296703296703296703	.01318681318681318681	3	91	36	2730
onpoli	90732175	1.48514851485148514866	.05494505494505494505	.03699633699633699633	5	91	101	2730
fullyvaccinated	90732175	6.00000000000000000546	.02197802197802197802	.00366300366300366300	2	91	10	2730
booster	90732175	9.00000000000000000819	.03296703296703296703	.00366300366300366300	3	91	10	2730
vaccine	90732175	37.50000000000000003412	.05494505494505494505	.00146520146520146520	5	91	4	2730
fullyvaccinated	90732175	6.00000000000000000546	.02197802197802197802	.00366300366300366300	2	91	10	2730
covid19	90732175	.32142857142857142855	.03296703296703296703	.10256410256410256410	3	91	280	2730
omicrom	90732175	30.00000000000000002730	.01098901098901098901	.00036630036630036630	1	91	1	2730
omicronisairborne	90732175	30.00000000000000002730	.01098901098901098901	.00036630036630036630	1	91	1	2730
dougford	90732175	4.41176470588235294164	.05494505494505494505	.01245421245421245421	5	91	34	2730
onpoli	90732175	1.48514851485148514866	.05494505494505494505	.03699633699633699633	5	91	101	2730
truckersforfreedom2022	90732175	.96774193548387096777	.01098901098901098901	.01135531135531135531	1	91	31	2730
truckersforfreedom	90732175	6.00000000000000000546	.03296703296703296703	.00549450549450549450	3	91	15	2730
truckerconvoy2022	90732175	15.00000000000000001365	.02197802197802197802	.00146520146520146520	2	91	4	2730
truckers	90732175	3.87096774193548387108	.04395604395604395604	.01135531135531135531	4	91	31	2730
canpoli	90732175	.81081081081081081095	.01098901098901098901	.01355311355311355311	1	91	37	2730
usa	919828292387061761	303.33333333333333363666	1.00000000000000000000	.00329670329670329670	3	3	9	2730
vaccinesideeffects	94350709	70.00000000000000006916	.38461538461538461538	.00549450549450549450	5	13	15	2730
empathy	94350709	105.00000000000000009555	.07692307692307692307	.00073260073260073260	1	13	2	2730
bouncebackbetter	94350709	210.00000000000000019110	.07692307692307692307	.00036630036630036630	1	13	1	2730
vaccinesideeffects	94350709	70.00000000000000006916	.38461538461538461538	.00549450549450549450	5	13	15	2730
stormeunice	94350709	60.00000000000000005850	.15384615384615384615	.00256410256410256410	2	13	7	2730
rare	94350709	70.00000000000000006370	.07692307692307692307	.00109890109890109890	1	13	3	2730
vaccinesideeffects	94350709	70.00000000000000006916	.38461538461538461538	.00549450549450549450	5	13	15	2730
unlucky	94350709	210.00000000000000019110	.07692307692307692307	.00036630036630036630	1	13	1	2730
vaccinesideeffects	94350709	70.00000000000000006916	.38461538461538461538	.00549450549450549450	5	13	15	2730
hijacked	94350709	210.00000000000000019110	.07692307692307692307	.00036630036630036630	1	13	1	2730
mhra	94350709	210.00000000000000019110	.07692307692307692307	.00036630036630036630	1	13	1	2730
mollyslight	956266072440635392	91.00000000000000008190	.03333333333333333333	.00036630036630036630	1	30	1	2730
teammolly	956266072440635392	91.00000000000000000195	.93333333333333333333	.01025641025641025641	28	30	28	2730
mollyswisdom	956266072440635392	91.00000000000000008190	.03333333333333333333	.00036630036630036630	1	30	1	2730
teammolly	956266072440635392	91.00000000000000000195	.93333333333333333333	.01025641025641025641	28	30	28	2730
btc	966695335887241219	65.00000000000000002275	1.00000000000000000000	.01538461538461538461	3	3	42	2730
